representation,attacker,target,seed,test_samples,unseen_test_labels,accuracy,balanced_accuracy,macro_f1
V3_sigma001,LogisticRegression,dominant_cpe,97,570,0,0.18596491228070175,0.279509110335601,0.14015873015873015
V3_sigma001,RandomForest,dominant_cpe,97,570,0,0.22807017543859648,0.26671162059173453,0.22621827190811955
V3_sigma001,MLP,dominant_cpe,97,570,0,0.2631578947368421,0.24723551827697143,0.21955900708290685
V3_sigma001,GradientBoosting,dominant_cpe,97,570,0,0.2578947368421053,0.25236787818662715,0.24712343995294783
V3_sigma010,LogisticRegression,dominant_cpe,97,570,0,0.19473684210526315,0.2910897520866057,0.1517600066768483
V3_sigma010,RandomForest,dominant_cpe,97,570,0,0.23333333333333334,0.29144769358490485,0.22248562779558662
V3_sigma010,MLP,dominant_cpe,97,570,0,0.30526315789473685,0.24743690180183248,0.1861579821538124
V3_sigma010,GradientBoosting,dominant_cpe,97,570,0,0.25087719298245614,0.26025209290341755,0.24784283537906307
V3_8D_sigma005,LogisticRegression,dominant_cpe,97,570,0,0.16140350877192983,0.2636909939879781,0.09634589328090216
V3_8D_sigma005,RandomForest,dominant_cpe,97,570,0,0.17894736842105263,0.2268068098598914,0.16051166413008516
V3_8D_sigma005,MLP,dominant_cpe,97,570,0,0.30350877192982456,0.2790877580440478,0.25335228681542576
V3_8D_sigma005,GradientBoosting,dominant_cpe,97,570,0,0.22280701754385965,0.23559709260210782,0.22134657195609722
Majority,Baseline,dominant_rat,97,570,0,0.980701754385965,0.5,0.4951284322409212
StratifiedRandom,Baseline,dominant_rat,97,570,0,0.9701754385964912,0.49463327370304117,0.4924309884238646
RawPrivate,LogisticRegression,dominant_rat,97,570,0,0.980701754385965,0.9901610017889088,0.8283649503161699
RawPrivate,RandomForest,dominant_rat,97,570,0,0.987719298245614,0.8600585461050577,0.5736686470795692
RawPrivate,MLP,dominant_rat,97,570,0,0.980701754385965,0.5,0.4951284322409212
RawPrivate,GradientBoosting,dominant_rat,97,570,0,0.9894736842105263,0.9500731826313222,0.8819223864107169
V1,LogisticRegression,dominant_rat,97,570,0,0.856140350877193,0.926654740608229,0.5661939411939412
V1,RandomForest,dominant_rat,97,570,0,0.9789473684210527,0.5436656366888925,0.5660999746257295
V1,MLP,dominant_rat,97,570,0,0.980701754385965,0.5,0.4951284322409212
V1,GradientBoosting,dominant_rat,97,570,0,0.9789473684210527,0.5436656366888925,0.5660999746257295
V2,LogisticRegression,dominant_rat,97,570,0,0.8491228070175438,0.8785168320052041,0.5527535491405423
V2,RandomForest,dominant_rat,97,570,0,0.9859649122807017,0.6809237274353553,0.74644128113879
V2,MLP,dominant_rat,97,570,0,0.980701754385965,0.5,0.4951284322409212
V2,GradientBoosting,dominant_rat,97,570,0,0.9842105263157894,0.5909090909090909,0.6498532523377244
V3_sigma005,LogisticRegression,dominant_rat,97,570,0,0.5684210526315789,0.7799642218246869,0.2721815389256867
V3_sigma005,RandomForest,dominant_rat,97,570,0,0.9824561403508771,0.8128150918848593,0.7871863799283154
V3_sigma005,MLP,dominant_rat,97,570,0,0.8666666666666667,0.4418604651162791,0.30952380952380953
V3_sigma005,GradientBoosting,dominant_rat,97,570,0,0.9789473684210527,0.7219060009757684,0.7219060009757684
PCA3,LogisticRegression,dominant_rat,97,570,0,0.3140350877192982,0.6502683363148479,0.25772104006314717
PCA3,RandomForest,dominant_rat,97,570,0,0.9157894736842105,0.6897056431940153,0.5640257505258461
PCA3,MLP,dominant_rat,97,570,0,0.9087719298245615,0.46332737030411447,0.3203463203463203
PCA3,GradientBoosting,dominant_rat,97,570,0,0.9175438596491228,0.7797202797202798,0.5929746729667725
RandomProjection3,LogisticRegression,dominant_rat,97,570,0,0.9771929824561404,0.721011546592942,0.7115721458876649
RandomProjection3,RandomForest,dominant_rat,97,570,0,0.980701754385965,0.5,0.4951284322409212
RandomProjection3,MLP,dominant_rat,97,570,0,0.980701754385965,0.5,0.4951284322409212
RandomProjection3,GradientBoosting,dominant_rat,97,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma0,LogisticRegression,dominant_rat,97,570,0,0.5456140350877193,0.7683363148479427,0.2622800086648495
V3_sigma0,RandomForest,dominant_rat,97,570,0,0.9736842105263158,0.763782728899008,0.7154836777478286
V3_sigma0,MLP,dominant_rat,97,570,0,0.9719298245614035,0.49552772808586765,0.32858837485172004
V3_sigma0,GradientBoosting,dominant_rat,97,570,0,0.968421052631579,0.7610993657505285,0.4658589624106866
V3_sigma001,LogisticRegression,dominant_rat,97,570,0,0.519298245614035,0.7549194991055457,0.25300188011701175
V3_sigma001,RandomForest,dominant_rat,97,570,0,0.9789473684210527,0.8555862741909254,0.7803186022610482
V3_sigma001,MLP,dominant_rat,97,570,0,0.9719298245614035,0.49552772808586765,0.32858837485172004
V3_sigma001,GradientBoosting,dominant_rat,97,570,0,0.9719298245614035,0.6737680923727436,0.6594982078853047
V3_sigma010,LogisticRegression,dominant_rat,97,570,0,0.5982456140350877,0.7951699463327371,0.2805020993997372
V3_sigma010,RandomForest,dominant_rat,97,570,0,0.9859649122807017,0.8146040006505122,0.8146040006505122
V3_sigma010,MLP,dominant_rat,97,570,0,0.9719298245614035,0.49552772808586765,0.32858837485172004
V3_sigma010,GradientBoosting,dominant_rat,97,570,0,0.9789473684210527,0.7219060009757684,0.49642218246869413
V3_8D_sigma005,LogisticRegression,dominant_rat,97,570,0,0.9649122807017544,0.9821109123434705,0.7527972937809004
V3_8D_sigma005,RandomForest,dominant_rat,97,570,0,0.9859649122807017,0.6809237274353553,0.74644128113879
V3_8D_sigma005,MLP,dominant_rat,97,570,0,0.980701754385965,0.5,0.4951284322409212
V3_8D_sigma005,GradientBoosting,dominant_rat,97,570,0,0.9859649122807017,0.8146040006505122,0.8146040006505122
