representation,attacker,target,seed,test_samples,unseen_test_labels,accuracy,balanced_accuracy,macro_f1
V1,LogisticRegression,dominant_cpe,19,570,0,0.1543859649122807,0.2570097771156784,0.08413500797748716
V1,RandomForest,dominant_cpe,19,570,0,0.25087719298245614,0.2975695380831098,0.23648746201724316
V1,MLP,dominant_cpe,19,570,0,0.30526315789473685,0.25637794202799824,0.1904168271082018
V1,GradientBoosting,dominant_cpe,19,570,0,0.25263157894736843,0.2733115043420334,0.248085635018933
V2,LogisticRegression,dominant_cpe,19,570,0,0.1631578947368421,0.2653396825044073,0.09909891834678404
V2,RandomForest,dominant_cpe,19,570,0,0.22280701754385965,0.2557417269788674,0.22003948640307136
V2,MLP,dominant_cpe,19,570,0,0.3017543859649123,0.26264518546272014,0.17814490555253282
V2,GradientBoosting,dominant_cpe,19,570,0,0.26666666666666666,0.2725102949612829,0.2585049816153715
V3_sigma005,LogisticRegression,dominant_cpe,19,570,0,0.16666666666666666,0.256782105930291,0.12152257853810901
V3_sigma005,RandomForest,dominant_cpe,19,570,0,0.22631578947368422,0.22897287047142367,0.22299226442310358
V3_sigma005,MLP,dominant_cpe,19,570,0,0.3368421052631579,0.2654692425533,0.18963046259639788
V3_sigma005,GradientBoosting,dominant_cpe,19,570,0,0.22982456140350876,0.22190795319240159,0.21978056151259154
PCA3,LogisticRegression,dominant_cpe,19,570,0,0.156140350877193,0.25986593024809584,0.08437352595247331
PCA3,RandomForest,dominant_cpe,19,570,0,0.22105263157894736,0.2245801637275363,0.21265643655844418
PCA3,MLP,dominant_cpe,19,570,0,0.23333333333333334,0.2220502269672348,0.20680026338123103
PCA3,GradientBoosting,dominant_cpe,19,570,0,0.23508771929824562,0.22310664999366603,0.2088418384397761
RandomProjection3,LogisticRegression,dominant_cpe,19,570,0,0.2578947368421053,0.2545511982138217,0.23807999192704227
RandomProjection3,RandomForest,dominant_cpe,19,570,0,0.24736842105263157,0.25344498567965684,0.246223657431545
RandomProjection3,MLP,dominant_cpe,19,570,0,0.3140350877192982,0.24983493464197848,0.18716533310570377
RandomProjection3,GradientBoosting,dominant_cpe,19,570,0,0.2631578947368421,0.25094177063011563,0.2487856547631685
V3_sigma0,LogisticRegression,dominant_cpe,19,570,0,0.17894736842105263,0.2713915659967383,0.1351639588481694
V3_sigma0,RandomForest,dominant_cpe,19,570,0,0.2,0.20282888057245135,0.19407840816422484
V3_sigma0,MLP,dominant_cpe,19,570,0,0.2596491228070175,0.23899482994085458,0.2235054943471577
V3_sigma0,GradientBoosting,dominant_cpe,19,570,0,0.25087719298245614,0.2342426664687608,0.2321003493853917
V3_sigma001,LogisticRegression,dominant_cpe,19,570,0,0.17543859649122806,0.2702667603289198,0.1275534993975588
V3_sigma001,RandomForest,dominant_cpe,19,570,0,0.20350877192982456,0.21231633480027579,0.19859018882076704
V3_sigma001,MLP,dominant_cpe,19,570,0,0.3368421052631579,0.2636381976958972,0.1817786852184465
V3_sigma001,GradientBoosting,dominant_cpe,19,570,0,0.22280701754385965,0.2037129146296426,0.20501880271280756
V3_sigma010,LogisticRegression,dominant_cpe,19,570,0,0.1736842105263158,0.25603643919582836,0.1372714474615328
V3_sigma010,RandomForest,dominant_cpe,19,570,0,0.21403508771929824,0.21823498065446,0.20661473318946838
V3_sigma010,MLP,dominant_cpe,19,570,0,0.3298245614035088,0.2602347072185963,0.18999361933716175
V3_sigma010,GradientBoosting,dominant_cpe,19,570,0,0.22631578947368422,0.21528687200704608,0.2131103016988855
V3_8D_sigma005,LogisticRegression,dominant_cpe,19,570,0,0.17192982456140352,0.26659772581037255,0.12165822349006492
V3_8D_sigma005,RandomForest,dominant_cpe,19,570,0,0.20877192982456141,0.22336326838373993,0.19138187643814053
V3_8D_sigma005,MLP,dominant_cpe,19,570,0,0.27017543859649124,0.23500459824925915,0.15836620515157707
V3_8D_sigma005,GradientBoosting,dominant_cpe,19,570,0,0.23684210526315788,0.24339028303894888,0.22558851517113568
Majority,Baseline,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
StratifiedRandom,Baseline,dominant_rat,19,570,0,0.9736842105263158,0.4964221824686941,0.49333333333333335
RawPrivate,LogisticRegression,dominant_rat,19,570,0,0.980701754385965,0.9901610017889088,0.8283649503161699
RawPrivate,RandomForest,dominant_rat,19,570,0,0.9894736842105263,0.9500731826313222,0.5982046678635548
RawPrivate,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
RawPrivate,GradientBoosting,dominant_rat,19,570,0,0.9894736842105263,0.9500731826313222,0.8819223864107169
V1,LogisticRegression,dominant_rat,19,570,0,0.856140350877193,0.926654740608229,0.5661939411939412
V1,RandomForest,dominant_rat,19,570,0,0.9789473684210527,0.4991055456171735,0.4946808510638298
V1,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
V1,GradientBoosting,dominant_rat,19,570,0,0.9789473684210527,0.5436656366888925,0.5660999746257295
V2,LogisticRegression,dominant_rat,19,570,0,0.6929824561403509,0.8434704830053668,0.4630485920838021
V2,RandomForest,dominant_rat,19,570,0,0.9754385964912281,0.8537973654252724,0.7603603603603604
V2,MLP,dominant_rat,19,570,0,0.9771929824561404,0.49821109123434704,0.3294883170659568
V2,GradientBoosting,dominant_rat,19,570,0,0.9824561403508771,0.8573751829565783,0.8032039773511945
V3_sigma005,LogisticRegression,dominant_rat,19,570,0,0.7578947368421053,0.8765652951699463,0.3395346544414867
V3_sigma005,RandomForest,dominant_rat,19,570,0,0.980701754385965,0.633680273215157,0.6715729925095595
V3_sigma005,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma005,GradientBoosting,dominant_rat,19,570,0,0.9754385964912281,0.5418767279232395,0.5562722419928825
PCA3,LogisticRegression,dominant_rat,19,570,0,0.3140350877192982,0.6502683363148479,0.25772104006314717
PCA3,RandomForest,dominant_rat,19,570,0,0.9280701754385965,0.6959668238738006,0.5792146059525739
PCA3,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
PCA3,GradientBoosting,dominant_rat,19,570,0,0.9175438596491228,0.7797202797202798,0.5929746729667725
RandomProjection3,LogisticRegression,dominant_rat,19,570,0,0.8421052631578947,0.9194991055456172,0.37333284389300836
RandomProjection3,RandomForest,dominant_rat,19,570,0,0.9719298245614035,0.8074483655879005,0.48944806875841357
RandomProjection3,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
RandomProjection3,GradientBoosting,dominant_rat,19,570,0,0.980701754385965,0.633680273215157,0.6715729925095595
V3_sigma0,LogisticRegression,dominant_rat,19,570,0,0.7842105263157895,0.8899821109123435,0.3507939698492462
V3_sigma0,RandomForest,dominant_rat,19,570,0,0.987719298245614,0.7709383639616197,0.8126672613737733
V3_sigma0,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma0,GradientBoosting,dominant_rat,19,570,0,0.9771929824561404,0.542771182306066,0.5608888888888889
V3_sigma001,LogisticRegression,dominant_rat,19,570,0,0.7508771929824561,0.8729874776386404,0.3361181168558218
V3_sigma001,RandomForest,dominant_rat,19,570,0,0.9824561403508771,0.6345747275979834,0.6830516014234875
V3_sigma001,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma001,GradientBoosting,dominant_rat,19,570,0,0.9842105263157894,0.5909090909090909,0.6498532523377244
V3_sigma010,LogisticRegression,dominant_rat,19,570,0,0.7421052631578947,0.868515205724508,0.33241944313005073
V3_sigma010,RandomForest,dominant_rat,19,570,0,0.9842105263157894,0.8582696373394048,0.8159641255605381
V3_sigma010,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma010,GradientBoosting,dominant_rat,19,570,0,0.980701754385965,0.589120182143438,0.6284444444444445
V3_8D_sigma005,LogisticRegression,dominant_rat,19,570,0,0.9070175438596492,0.9525939177101967,0.6217840375586854
V3_8D_sigma005,RandomForest,dominant_rat,19,570,0,0.9842105263157894,0.8137095462676858,0.8003191779222296
V3_8D_sigma005,MLP,dominant_rat,19,570,0,0.980701754385965,0.5,0.4951284322409212
V3_8D_sigma005,GradientBoosting,dominant_rat,19,570,0,0.9789473684210527,0.6773459099040495,0.6946428571428571
Majority,Baseline,dominant_cpe,23,570,0,0.3280701754385965,0.25,0.12351387054161163
StratifiedRandom,Baseline,dominant_cpe,23,570,0,0.2929824561403509,0.28565015563778695,0.28359032379013216
RawPrivate,LogisticRegression,dominant_cpe,23,570,0,0.16140350877192983,0.2627389876641661,0.09907871924270195
RawPrivate,RandomForest,dominant_cpe,23,570,0,0.23508771929824562,0.2950733625391794,0.22618009389418187
RawPrivate,MLP,dominant_cpe,23,570,0,0.21929824561403508,0.2259550691400985,0.17931506129117378
RawPrivate,GradientBoosting,dominant_cpe,23,570,0,0.2754385964912281,0.307306563303575,0.275721436677319
V1,LogisticRegression,dominant_cpe,23,570,0,0.1543859649122807,0.2570097771156784,0.08413500797748716
V1,RandomForest,dominant_cpe,23,570,0,0.23508771929824562,0.28561002572071204,0.21758519822149247
V1,MLP,dominant_cpe,23,570,0,0.22105263157894736,0.26223717824290216,0.200821798407049
V1,GradientBoosting,dominant_cpe,23,570,0,0.25263157894736843,0.2733115043420334,0.248085635018933
V2,LogisticRegression,dominant_cpe,23,570,0,0.16666666666666666,0.2542378770795623,0.11941817959175723
V2,RandomForest,dominant_cpe,23,570,0,0.24210526315789474,0.29480534046568885,0.2264477019555287
V2,MLP,dominant_cpe,23,570,0,0.3280701754385965,0.2726905836447789,0.23728491165665966
V2,GradientBoosting,dominant_cpe,23,570,0,0.26842105263157895,0.2864456039881609,0.2590109424062186
V3_sigma005,LogisticRegression,dominant_cpe,23,570,0,0.17192982456140352,0.24703383486285796,0.14187737208850182
V3_sigma005,RandomForest,dominant_cpe,23,570,0,0.18771929824561404,0.20008512277513346,0.1814156548191912
V3_sigma005,MLP,dominant_cpe,23,570,0,0.312280701754386,0.2520466731217565,0.19540564335467797
V3_sigma005,GradientBoosting,dominant_cpe,23,570,0,0.24736842105263157,0.23371484560075567,0.23213904082167555
PCA3,LogisticRegression,dominant_cpe,23,570,0,0.156140350877193,0.25986593024809584,0.08437352595247331
PCA3,RandomForest,dominant_cpe,23,570,0,0.22807017543859648,0.26313206355593965,0.21655319026316516
PCA3,MLP,dominant_cpe,23,570,0,0.24210526315789474,0.2666002827608411,0.24053860613150402
PCA3,GradientBoosting,dominant_cpe,23,570,0,0.23508771929824562,0.22310664999366603,0.2088418384397761
RandomProjection3,LogisticRegression,dominant_cpe,23,570,0,0.20877192982456141,0.28153131880781335,0.17789492191979578
RandomProjection3,RandomForest,dominant_cpe,23,570,0,0.28421052631578947,0.2634589744084298,0.2548786987906186
RandomProjection3,MLP,dominant_cpe,23,570,0,0.3280701754385965,0.2856567374176966,0.26065442719959253
RandomProjection3,GradientBoosting,dominant_cpe,23,570,0,0.2789473684210526,0.25004034299628064,0.24385843852715108
V3_sigma0,LogisticRegression,dominant_cpe,23,570,0,0.18421052631578946,0.2561204239701669,0.15800651568599236
V3_sigma0,RandomForest,dominant_cpe,23,570,0,0.21578947368421053,0.23236259761040035,0.2102812561900398
V3_sigma0,MLP,dominant_cpe,23,570,0,0.2754385964912281,0.24550497577826078,0.230718750686617
V3_sigma0,GradientBoosting,dominant_cpe,23,570,0,0.2578947368421053,0.2405823568334233,0.23576354829041213
V3_sigma001,LogisticRegression,dominant_cpe,23,570,0,0.17719298245614035,0.25875346739056354,0.14297700740835495
V3_sigma001,RandomForest,dominant_cpe,23,570,0,0.21578947368421053,0.23341416716603486,0.212735634479227
V3_sigma001,MLP,dominant_cpe,23,570,0,0.30701754385964913,0.26437744837872135,0.24382684254869225
V3_sigma001,GradientBoosting,dominant_cpe,23,570,0,0.2631578947368421,0.25066967637624943,0.24849738781777617
V3_sigma010,LogisticRegression,dominant_cpe,23,570,0,0.16666666666666666,0.23972917191012502,0.13718487901282175
V3_sigma010,RandomForest,dominant_cpe,23,570,0,0.22280701754385965,0.22948759091418902,0.21094867285459573
V3_sigma010,MLP,dominant_cpe,23,570,0,0.3175438596491228,0.2594477583609834,0.21505539557488257
V3_sigma010,GradientBoosting,dominant_cpe,23,570,0,0.21228070175438596,0.2131233288868701,0.2048164417926881
V3_8D_sigma005,LogisticRegression,dominant_cpe,23,570,0,0.17192982456140352,0.2714537851248049,0.1150036284506052
V3_8D_sigma005,RandomForest,dominant_cpe,23,570,0,0.15964912280701754,0.21697636913727955,0.13756418783238458
V3_8D_sigma005,MLP,dominant_cpe,23,570,0,0.19649122807017544,0.2142033168950881,0.17240345540796823
V3_8D_sigma005,GradientBoosting,dominant_cpe,23,570,0,0.25263157894736843,0.2433579344587935,0.23948175736131525
Majority,Baseline,dominant_rat,23,570,0,0.980701754385965,0.5,0.4951284322409212
StratifiedRandom,Baseline,dominant_rat,23,570,0,0.9771929824561404,0.49821109123434704,0.49423247559893524
RawPrivate,LogisticRegression,dominant_rat,23,570,0,0.980701754385965,0.9901610017889088,0.8283649503161699
RawPrivate,RandomForest,dominant_rat,23,570,0,0.9912280701754386,0.9509676370141487,0.6096163428001993
RawPrivate,MLP,dominant_rat,23,570,0,0.980701754385965,0.5,0.4951284322409212
RawPrivate,GradientBoosting,dominant_rat,23,570,0,0.9894736842105263,0.9500731826313222,0.8819223864107169
V1,LogisticRegression,dominant_rat,23,570,0,0.856140350877193,0.926654740608229,0.5661939411939412
V1,RandomForest,dominant_rat,23,570,0,0.9754385964912281,0.5418767279232395,0.37362593910636616
V1,MLP,dominant_rat,23,570,0,0.980701754385965,0.5,0.4951284322409212
V1,GradientBoosting,dominant_rat,23,570,0,0.9789473684210527,0.5436656366888925,0.5660999746257295
V2,LogisticRegression,dominant_rat,23,570,0,0.8807017543859649,0.8500569198243617,0.5723930982745686
V2,RandomForest,dominant_rat,23,570,0,0.9859649122807017,0.6809237274353553,0.74644128113879
V2,MLP,dominant_rat,23,570,0,0.9403508771929825,0.47942754919499103,0.323086196503918
V2,GradientBoosting,dominant_rat,23,570,0,0.980701754385965,0.589120182143438,0.6284444444444445
V3_sigma005,LogisticRegression,dominant_rat,23,570,0,0.6807017543859649,0.8372093023255813,0.31042328042328043
V3_sigma005,RandomForest,dominant_rat,23,570,0,0.9842105263157894,0.7691494551959668,0.7816928379931061
V3_sigma005,MLP,dominant_rat,23,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma005,GradientBoosting,dominant_rat,23,570,0,0.9824561403508771,0.6345747275979834,0.6830516014234875
PCA3,LogisticRegression,dominant_rat,23,570,0,0.3140350877192982,0.6502683363148479,0.25772104006314717
PCA3,RandomForest,dominant_rat,23,570,0,0.9175438596491228,0.6906000975768417,0.5660203139427515
PCA3,MLP,dominant_rat,23,570,0,0.980701754385965,0.5,0.4951284322409212
PCA3,GradientBoosting,dominant_rat,23,570,0,0.9175438596491228,0.7797202797202798,0.5929746729667725
RandomProjection3,LogisticRegression,dominant_rat,23,570,0,0.7052631578947368,0.8497316636851521,0.3136016511867905
RandomProjection3,RandomForest,dominant_rat,23,570,0,0.8771929824561403,0.8037079199869898,0.5598164246944088
RandomProjection3,MLP,dominant_rat,23,570,0,0.980701754385965,0.5,0.33067139899438036
RandomProjection3,GradientBoosting,dominant_rat,23,570,0,0.9280701754385965,0.7850870060172386,0.6083787180561374
V3_sigma0,LogisticRegression,dominant_rat,23,570,0,0.7105263157894737,0.8524150268336315,0.31953302209851026
V3_sigma0,RandomForest,dominant_rat,23,570,0,0.9771929824561404,0.8546918198080988,0.7700114839070114
V3_sigma0,MLP,dominant_rat,23,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma0,GradientBoosting,dominant_rat,23,570,0,0.980701754385965,0.7228004553585949,0.7331801353249074
V3_sigma001,LogisticRegression,dominant_rat,23,570,0,0.6754385964912281,0.834525939177102,0.30687793903227983
V3_sigma001,RandomForest,dominant_rat,23,570,0,0.9824561403508771,0.7236949097414214,0.7455357142857143
V3_sigma001,MLP,dominant_rat,23,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma001,GradientBoosting,dominant_rat,23,570,0,0.9736842105263158,0.5409822735404131,0.5521449897857629
V3_sigma010,LogisticRegression,dominant_rat,23,570,0,0.7175438596491228,0.8559928443649374,0.32280396598237676
V3_sigma010,RandomForest,dominant_rat,23,570,0,0.968421052631579,0.8056594568222475,0.47845580528706183
V3_sigma010,MLP,dominant_rat,23,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma010,GradientBoosting,dominant_rat,23,570,0,0.980701754385965,0.633680273215157,0.6715729925095595
V3_8D_sigma005,LogisticRegression,dominant_rat,23,570,0,0.7859649122807018,0.89087656529517,0.5151439089692103
V3_8D_sigma005,RandomForest,dominant_rat,23,570,0,0.9754385964912281,0.6309969100666775,0.64375
V3_8D_sigma005,MLP,dominant_rat,23,570,0,0.9701754385964912,0.49463327370304117,0.32828732561590973
V3_8D_sigma005,GradientBoosting,dominant_rat,23,570,0,0.9719298245614035,0.49552772808586765,0.4928825622775801
Majority,Baseline,dominant_cpe,31,570,0,0.3280701754385965,0.25,0.12351387054161163
StratifiedRandom,Baseline,dominant_cpe,31,570,0,0.25087719298245614,0.23839182368052436,0.2382912164273468
RawPrivate,LogisticRegression,dominant_cpe,31,570,0,0.16140350877192983,0.2627389876641661,0.09907871924270195
RawPrivate,RandomForest,dominant_cpe,31,570,0,0.23508771929824562,0.295229257599533,0.22577514978381746
RawPrivate,MLP,dominant_cpe,31,570,0,0.24385964912280703,0.30774119753228396,0.21932047533853793
RawPrivate,GradientBoosting,dominant_cpe,31,570,0,0.2754385964912281,0.307306563303575,0.275721436677319
V1,LogisticRegression,dominant_cpe,31,570,0,0.1543859649122807,0.2570097771156784,0.08413500797748716
V1,RandomForest,dominant_cpe,31,570,0,0.24385964912280703,0.29071893113409497,0.23133581706713546
V1,MLP,dominant_cpe,31,570,0,0.20350877192982456,0.24728500000363024,0.19715302827388229
V1,GradientBoosting,dominant_cpe,31,570,0,0.25263157894736843,0.2733115043420334,0.248085635018933
V2,LogisticRegression,dominant_cpe,31,570,0,0.14912280701754385,0.245346476416504,0.08647696044516211
V2,RandomForest,dominant_cpe,31,570,0,0.18421052631578946,0.22611052225839587,0.1797531312674065
V2,MLP,dominant_cpe,31,570,0,0.2807017543859649,0.24639344503965974,0.20004446260591102
V2,GradientBoosting,dominant_cpe,31,570,0,0.24736842105263157,0.2464830408997486,0.22661606111344185
V3_sigma005,LogisticRegression,dominant_cpe,31,570,0,0.19649122807017544,0.28949766372067043,0.1513800183202249
V3_sigma005,RandomForest,dominant_cpe,31,570,0,0.22807017543859648,0.2757375452599963,0.21859965265405745
V3_sigma005,MLP,dominant_cpe,31,570,0,0.2771929824561403,0.2635231664921048,0.21231534520587322
V3_sigma005,GradientBoosting,dominant_cpe,31,570,0,0.256140350877193,0.26937077016074157,0.2516076750334837
PCA3,LogisticRegression,dominant_cpe,31,570,0,0.156140350877193,0.25986593024809584,0.08437352595247331
PCA3,RandomForest,dominant_cpe,31,570,0,0.23333333333333334,0.23014706316403177,0.22141475981612707
PCA3,MLP,dominant_cpe,31,570,0,0.21754385964912282,0.2306711985509604,0.20410309843072477
PCA3,GradientBoosting,dominant_cpe,31,570,0,0.23508771929824562,0.22310664999366603,0.2088418384397761
RandomProjection3,LogisticRegression,dominant_cpe,31,570,0,0.15263157894736842,0.252733932478388,0.0854781997360747
RandomProjection3,RandomForest,dominant_cpe,31,570,0,0.22105263157894736,0.29396099438351625,0.20487283207492385
RandomProjection3,MLP,dominant_cpe,31,570,0,0.2719298245614035,0.2503144102057553,0.16797203684175413
RandomProjection3,GradientBoosting,dominant_cpe,31,570,0,0.23508771929824562,0.2635842965486756,0.23662570819998513
V3_sigma0,LogisticRegression,dominant_cpe,31,570,0,0.18421052631578946,0.2813630809371735,0.13316881202028802
V3_sigma0,RandomForest,dominant_cpe,31,570,0,0.23157894736842105,0.28721154481445554,0.21365467622199202
V3_sigma0,MLP,dominant_cpe,31,570,0,0.2631578947368421,0.3190722998579377,0.24090369365696443
V3_sigma0,GradientBoosting,dominant_cpe,31,570,0,0.2596491228070175,0.2762342092130335,0.26071812247272086
V3_sigma001,LogisticRegression,dominant_cpe,31,570,0,0.18947368421052632,0.2847204594959948,0.14407877040035633
V3_sigma001,RandomForest,dominant_cpe,31,570,0,0.21754385964912282,0.2512169742620207,0.20584779486098592
V3_sigma001,MLP,dominant_cpe,31,570,0,0.28596491228070176,0.27174040822377143,0.21506962400947474
V3_sigma001,GradientBoosting,dominant_cpe,31,570,0,0.24736842105263157,0.259863531134076,0.2452786408989502
V3_sigma010,LogisticRegression,dominant_cpe,31,570,0,0.18771929824561404,0.28155251624287003,0.14419001128391307
V3_sigma010,RandomForest,dominant_cpe,31,570,0,0.21052631578947367,0.25657673703510103,0.19935891350069068
V3_sigma010,MLP,dominant_cpe,31,570,0,0.2771929824561403,0.26271395480340665,0.20238711566699336
V3_sigma010,GradientBoosting,dominant_cpe,31,570,0,0.25087719298245614,0.234584192976398,0.233172082927753
V3_8D_sigma005,LogisticRegression,dominant_cpe,31,570,0,0.2,0.2925098460744229,0.1480357259397842
V3_8D_sigma005,RandomForest,dominant_cpe,31,570,0,0.19649122807017544,0.2079766847786096,0.18678712168363104
V3_8D_sigma005,MLP,dominant_cpe,31,570,0,0.20877192982456141,0.23264425675305617,0.17767475040190803
V3_8D_sigma005,GradientBoosting,dominant_cpe,31,570,0,0.27017543859649124,0.2644029784242941,0.25247402634247074
Majority,Baseline,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
StratifiedRandom,Baseline,dominant_rat,31,570,0,0.9649122807017544,0.4919499105545617,0.3273809523809524
RawPrivate,LogisticRegression,dominant_rat,31,570,0,0.980701754385965,0.9901610017889088,0.8283649503161699
RawPrivate,RandomForest,dominant_rat,31,570,0,0.9912280701754386,0.9509676370141487,0.6096163428001993
RawPrivate,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
RawPrivate,GradientBoosting,dominant_rat,31,570,0,0.9894736842105263,0.9500731826313222,0.8819223864107169
V1,LogisticRegression,dominant_rat,31,570,0,0.856140350877193,0.926654740608229,0.5661939411939412
V1,RandomForest,dominant_rat,31,570,0,0.9789473684210527,0.4991055456171735,0.4946808510638298
V1,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
V1,GradientBoosting,dominant_rat,31,570,0,0.9789473684210527,0.5436656366888925,0.5660999746257295
V2,LogisticRegression,dominant_rat,31,570,0,0.8649122807017544,0.9311270125223614,0.5741274415626001
V2,RandomForest,dominant_rat,31,570,0,0.9754385964912281,0.9874776386404294,0.7992149758454107
V2,MLP,dominant_rat,31,570,0,0.9754385964912281,0.49731663685152055,0.4937833037300178
V2,GradientBoosting,dominant_rat,31,570,0,0.987719298245614,0.9937388193202147,0.876160029796083
V3_sigma005,LogisticRegression,dominant_rat,31,570,0,0.6666666666666666,0.8300536672629696,0.30212324393358875
V3_sigma005,RandomForest,dominant_rat,31,570,0,0.9754385964912281,0.7646771832818344,0.7244855682916724
V3_sigma005,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma005,GradientBoosting,dominant_rat,31,570,0,0.9754385964912281,0.5864368189949586,0.6048722519310754
PCA3,LogisticRegression,dominant_rat,31,570,0,0.3140350877192982,0.6502683363148479,0.25772104006314717
PCA3,RandomForest,dominant_rat,31,570,0,0.9192982456140351,0.6914945519596682,0.5680680021085925
PCA3,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
PCA3,GradientBoosting,dominant_rat,31,570,0,0.9175438596491228,0.7797202797202798,0.5929746729667725
RandomProjection3,LogisticRegression,dominant_rat,31,570,0,0.8578947368421053,0.8829891039193365,0.3857781803770594
RandomProjection3,RandomForest,dominant_rat,31,570,0,0.9842105263157894,0.8582696373394048,0.8159641255605381
RandomProjection3,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
RandomProjection3,GradientBoosting,dominant_rat,31,570,0,0.987719298245614,0.7263782728899008,0.7910009952333561
V3_sigma0,LogisticRegression,dominant_rat,31,570,0,0.6894736842105263,0.8416815742397138,0.3107069369678035
V3_sigma0,RandomForest,dominant_rat,31,570,0,0.9842105263157894,0.8137095462676858,0.8003191779222296
V3_sigma0,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma0,GradientBoosting,dominant_rat,31,570,0,0.9824561403508771,0.6345747275979834,0.6830516014234875
V3_sigma001,LogisticRegression,dominant_rat,31,570,0,0.7228070175438597,0.8586762075134169,0.3223843978709248
V3_sigma001,RandomForest,dominant_rat,31,570,0,0.9789473684210527,0.6773459099040495,0.6946428571428571
V3_sigma001,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma001,GradientBoosting,dominant_rat,31,570,0,0.980701754385965,0.7673605464303139,0.7559456619049473
V3_sigma010,LogisticRegression,dominant_rat,31,570,0,0.7701754385964912,0.8828264758497317,0.3414724755150287
V3_sigma010,RandomForest,dominant_rat,31,570,0,0.980701754385965,0.7673605464303139,0.7559456619049473
V3_sigma010,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma010,GradientBoosting,dominant_rat,31,570,0,0.9824561403508771,0.8128150918848593,0.7871863799283154
V3_8D_sigma005,LogisticRegression,dominant_rat,31,570,0,0.9473684210526315,0.7058058220848918,0.40971250971250966
V3_8D_sigma005,RandomForest,dominant_rat,31,570,0,0.980701754385965,0.589120182143438,0.6284444444444445
V3_8D_sigma005,MLP,dominant_rat,31,570,0,0.980701754385965,0.5,0.4951284322409212
V3_8D_sigma005,GradientBoosting,dominant_rat,31,570,0,0.9842105263157894,0.6800292730525288,0.7312869938714577
Majority,Baseline,dominant_cpe,42,570,0,0.3280701754385965,0.25,0.12351387054161163
StratifiedRandom,Baseline,dominant_cpe,42,570,0,0.2719298245614035,0.2526868814330388,0.25309745364487846
RawPrivate,LogisticRegression,dominant_cpe,42,570,0,0.16140350877192983,0.2627389876641661,0.09907871924270195
RawPrivate,RandomForest,dominant_cpe,42,570,0,0.22807017543859648,0.28506844151438265,0.21939213689278772
RawPrivate,MLP,dominant_cpe,42,570,0,0.25263157894736843,0.31776093150778856,0.19835915642914437
RawPrivate,GradientBoosting,dominant_cpe,42,570,0,0.2754385964912281,0.307306563303575,0.275721436677319
V1,LogisticRegression,dominant_cpe,42,570,0,0.1543859649122807,0.2570097771156784,0.08413500797748716
V1,RandomForest,dominant_cpe,42,570,0,0.23684210526315788,0.28515911066232247,0.2240436977959029
V1,MLP,dominant_cpe,42,570,0,0.22456140350877193,0.24843078213547726,0.2144157893050111
V1,GradientBoosting,dominant_cpe,42,570,0,0.25263157894736843,0.2733115043420334,0.248085635018933
V2,LogisticRegression,dominant_cpe,42,570,0,0.15789473684210525,0.26208186717740856,0.08822217877384492
V2,RandomForest,dominant_cpe,42,570,0,0.17543859649122806,0.23685704572910193,0.1549506814973961
V2,MLP,dominant_cpe,42,570,0,0.2736842105263158,0.2463639769746926,0.12510351966873706
V2,GradientBoosting,dominant_cpe,42,570,0,0.2543859649122807,0.2577842411102014,0.2488228168269383
V3_sigma005,LogisticRegression,dominant_cpe,42,570,0,0.24561403508771928,0.2539635178726576,0.17798373382620564
V3_sigma005,RandomForest,dominant_cpe,42,570,0,0.2596491228070175,0.24561436432901312,0.21168754617309016
V3_sigma005,MLP,dominant_cpe,42,570,0,0.32456140350877194,0.2539681188051364,0.17237012675244862
V3_sigma005,GradientBoosting,dominant_cpe,42,570,0,0.26666666666666666,0.24744933931398785,0.23839885657898977
