source,destination,transmitter_type,channel_pattern,launch_power_dbm,16QAM,QPSK,qpsk_minus_16qam_gsnr_db
bristol,reading,voyager,00000001,-4.5,10.07,10.08,0.009999999999999787
bristol,reading,voyager,00000010,-5.5,10.09,10.1,0.009999999999999787
bristol,reading,voyager,00000010,-5.0,10.09,10.09,0.0
bristol,reading,voyager,00000010,-4.5,10.07,10.08,0.009999999999999787
bristol,reading,voyager,00000011,-5.5,8.53,8.095,-0.4349999999999987
bristol,reading,voyager,00000011,-5.0,8.525,8.09,-0.4350000000000005
bristol,reading,voyager,00000011,-4.5,8.515,8.08,-0.4350000000000005
bristol,reading,voyager,00000100,-5.5,10.09,10.1,0.009999999999999787
bristol,reading,voyager,00000100,-5.0,10.09,10.1,0.009999999999999787
bristol,reading,voyager,00000100,-4.5,10.08,10.09,0.009999999999999787
bristol,reading,voyager,00000101,-5.5,9.255,9.015,-0.2400000000000002
bristol,reading,voyager,00000101,-5.0,9.25,9.005,-0.24499999999999922
bristol,reading,voyager,00000101,-4.5,9.235,8.995,-0.2400000000000002
bristol,reading,voyager,00000110,-5.5,8.535,8.1,-0.4350000000000005
bristol,reading,voyager,00000110,-5.0,8.53,8.095,-0.4349999999999987
bristol,reading,voyager,00000110,-4.5,8.52,8.085,-0.4349999999999987
bristol,reading,voyager,00000111,-5.5,7.753,7.163,-0.5899999999999999
bristol,reading,voyager,00000111,-5.0,7.743,7.16,-0.5830000000000002
bristol,reading,voyager,00000111,-4.5,7.733,7.15,-0.5829999999999993
bristol,reading,voyager,00001000,-5.5,10.1,10.11,0.009999999999999787
bristol,reading,voyager,00001000,-5.0,10.1,10.1,0.0
bristol,reading,voyager,00001000,-4.5,10.09,10.09,0.0
bristol,reading,voyager,00001001,-5.5,9.52,9.35,-0.16999999999999993
bristol,reading,voyager,00001001,-5.0,9.515,9.345,-0.16999999999999993
bristol,reading,voyager,00001001,-4.5,9.505,9.335,-0.16999999999999993
bristol,reading,voyager,00001010,-5.5,9.255,9.015,-0.2400000000000002
bristol,reading,voyager,00001010,-5.0,9.255,9.015,-0.2400000000000002
bristol,reading,voyager,00001010,-4.5,9.245,9.0,-0.24499999999999922
bristol,reading,voyager,00001011,-5.5,8.28,7.8,-0.47999999999999954
bristol,reading,voyager,00001011,-5.0,8.273,7.8,-0.47299999999999986
bristol,reading,voyager,00001011,-4.5,8.263,7.79,-0.47299999999999986
bristol,reading,voyager,00001100,-5.5,8.54,8.105,-0.4349999999999987
bristol,reading,voyager,00001100,-5.0,8.535,8.1,-0.4350000000000005
bristol,reading,voyager,00001100,-4.5,8.525,8.09,-0.4350000000000005
bristol,reading,voyager,00001101,-5.5,8.28,7.803,-0.4769999999999994
bristol,reading,voyager,00001101,-5.0,8.277,7.8,-0.4769999999999994
bristol,reading,voyager,00001101,-4.5,8.267,7.79,-0.4769999999999994
bristol,reading,voyager,00001110,-5.5,7.753,7.17,-0.5830000000000002
bristol,reading,voyager,00001110,-5.0,7.753,7.167,-0.5860000000000003
bristol,reading,voyager,00001110,-4.5,7.743,7.153,-0.5900000000000007
bristol,reading,voyager,00001111,-5.5,7.248,6.582,-0.6660000000000004
bristol,reading,voyager,00001111,-5.0,7.245,6.582,-0.6630000000000003
bristol,reading,voyager,00001111,-4.5,7.232,6.57,-0.6619999999999999
bristol,reading,voyager,00010000,-5.5,10.11,10.11,0.0
bristol,reading,voyager,00010000,-5.0,10.1,10.11,0.009999999999999787
bristol,reading,voyager,00010000,-4.5,10.09,10.09,0.0
bristol,reading,voyager,00010001,-5.5,9.66,9.53,-0.13000000000000078
bristol,reading,voyager,00010001,-5.0,9.655,9.525,-0.129999999999999
bristol,reading,voyager,00010001,-4.5,9.64,9.515,-0.125
bristol,reading,voyager,00010010,-5.5,9.525,9.355,-0.16999999999999993
bristol,reading,voyager,00010010,-5.0,9.52,9.35,-0.16999999999999993
bristol,reading,voyager,00010010,-4.5,9.51,9.34,-0.16999999999999993
bristol,reading,voyager,00010011,-5.5,8.497,8.067,-0.4299999999999997
bristol,reading,voyager,00010011,-5.0,8.49,8.067,-0.42300000000000004
bristol,reading,voyager,00010011,-4.5,8.48,8.053,-0.4269999999999996
bristol,reading,voyager,00010100,-5.5,9.265,9.02,-0.245000000000001
bristol,reading,voyager,00010100,-5.0,9.265,9.015,-0.25
bristol,reading,voyager,00010100,-4.5,9.25,9.005,-0.24499999999999922
bristol,reading,voyager,00010101,-5.5,8.783,8.423,-0.35999999999999943
bristol,reading,voyager,00010101,-5.0,8.78,8.42,-0.35999999999999943
bristol,reading,voyager,00010101,-4.5,8.767,8.41,-0.3569999999999993
bristol,reading,voyager,00010110,-5.5,8.283,7.807,-0.4759999999999991
bristol,reading,voyager,00010110,-5.0,8.28,7.807,-0.472999999999999
bristol,reading,voyager,00010110,-4.5,8.27,7.79,-0.47999999999999954
bristol,reading,voyager,00010111,-5.5,7.65,7.057,-0.593
bristol,reading,voyager,00010111,-5.0,7.648,7.057,-0.5909999999999993
bristol,reading,voyager,00010111,-4.5,7.635,7.047,-0.5880000000000001
bristol,reading,voyager,00011000,-5.5,8.545,8.11,-0.4350000000000005
bristol,reading,voyager,00011000,-5.0,8.54,8.105,-0.4349999999999987
bristol,reading,voyager,00011000,-4.5,8.53,8.095,-0.4349999999999987
bristol,reading,voyager,00011001,-5.5,8.5,8.073,-0.4269999999999996
bristol,reading,voyager,00011001,-5.0,8.497,8.067,-0.4299999999999997
bristol,reading,voyager,00011001,-4.5,8.483,8.057,-0.42600000000000016
bristol,reading,voyager,00011010,-5.5,8.287,7.81,-0.4770000000000012
bristol,reading,voyager,00011010,-5.0,8.283,7.807,-0.4759999999999991
bristol,reading,voyager,00011010,-4.5,8.273,7.793,-0.47999999999999954
bristol,reading,voyager,00011011,-5.5,7.71,7.122,-0.5880000000000001
bristol,reading,voyager,00011011,-5.0,7.707,7.122,-0.585
bristol,reading,voyager,00011011,-4.5,7.697,7.112,-0.585
bristol,reading,voyager,00011100,-5.5,7.763,7.17,-0.593
bristol,reading,voyager,00011100,-5.0,7.753,7.17,-0.5830000000000002
bristol,reading,voyager,00011100,-4.5,7.743,7.16,-0.5830000000000002
bristol,reading,voyager,00011101,-5.5,7.652,7.062,-0.5899999999999999
bristol,reading,voyager,00011101,-5.0,7.65,7.058,-0.5920000000000005
bristol,reading,voyager,00011101,-4.5,7.638,7.047,-0.5910000000000002
bristol,reading,voyager,00011110,-5.5,7.252,6.588,-0.6639999999999997
bristol,reading,voyager,00011110,-5.0,7.252,6.582,-0.6699999999999999
bristol,reading,voyager,00011110,-4.5,7.242,6.572,-0.6699999999999999
bristol,reading,voyager,00011111,-5.5,6.886,6.172,-0.7140000000000004
bristol,reading,voyager,00011111,-5.0,6.884,6.166,-0.718
bristol,reading,voyager,00011111,-4.5,6.874,6.154,-0.7199999999999998
bristol,reading,voyager,00100000,-5.5,10.11,10.11,0.0
bristol,reading,voyager,00100000,-5.0,10.11,10.11,0.0
bristol,reading,voyager,00100000,-4.5,10.1,10.1,0.0
bristol,reading,voyager,00100001,-5.5,9.745,9.64,-0.10499999999999865
bristol,reading,voyager,00100001,-5.0,9.745,9.64,-0.10499999999999865
bristol,reading,voyager,00100001,-4.5,9.73,9.625,-0.10500000000000043
bristol,reading,voyager,00100010,-5.5,9.66,9.53,-0.13000000000000078
bristol,reading,voyager,00100010,-5.0,9.66,9.53,-0.13000000000000078
bristol,reading,voyager,00100010,-4.5,9.65,9.52,-0.13000000000000078
bristol,reading,voyager,00100011,-5.5,8.62,8.217,-0.4029999999999987
bristol,reading,voyager,00100011,-5.0,8.613,8.213,-0.40000000000000036
bristol,reading,voyager,00100011,-4.5,8.603,8.203,-0.40000000000000036
bristol,reading,voyager,00100100,-5.5,9.53,9.355,-0.17499999999999893
bristol,reading,voyager,00100100,-5.0,9.525,9.355,-0.16999999999999993
bristol,reading,voyager,00100100,-4.5,9.515,9.345,-0.16999999999999993
bristol,reading,voyager,00100101,-5.5,8.99,8.677,-0.3130000000000006
bristol,reading,voyager,00100101,-5.0,8.983,8.677,-0.30600000000000094
bristol,reading,voyager,00100101,-4.5,8.973,8.667,-0.30600000000000094
bristol,reading,voyager,00100110,-5.5,8.5,8.073,-0.4269999999999996
bristol,reading,voyager,00100110,-5.0,8.5,8.067,-0.43299999999999983
bristol,reading,voyager,00100110,-4.5,8.487,8.057,-0.4299999999999997
bristol,reading,voyager,00100111,-5.5,7.827,7.268,-0.5590000000000002
bristol,reading,voyager,00100111,-5.0,7.822,7.265,-0.5570000000000004
bristol,reading,voyager,00100111,-4.5,7.808,7.255,-0.5529999999999999
bristol,reading,voyager,00101000,-5.5,9.27,9.025,-0.24499999999999922
bristol,reading,voyager,00101000,-5.0,9.265,9.02,-0.245000000000001
bristol,reading,voyager,00101000,-4.5,9.255,9.005,-0.25
bristol,reading,voyager,00101001,-5.5,8.99,8.677,-0.3130000000000006
bristol,reading,voyager,00101001,-5.0,8.987,8.677,-0.3100000000000005
bristol,reading,voyager,00101001,-4.5,8.977,8.667,-0.3100000000000005
bristol,reading,voyager,00101010,-5.5,8.787,8.43,-0.3570000000000011
bristol,reading,voyager,00101010,-5.0,8.787,8.427,-0.3600000000000012
bristol,reading,voyager,00101010,-4.5,8.777,8.413,-0.363999999999999
bristol,reading,voyager,00101011,-5.5,8.085,7.575,-0.5100000000000007
bristol,reading,voyager,00101011,-5.0,8.085,7.572,-0.5130000000000008
bristol,reading,voyager,00101011,-4.5,8.075,7.56,-0.5149999999999997
bristol,reading,voyager,00101100,-5.5,8.29,7.81,-0.47999999999999954
bristol,reading,voyager,00101100,-5.0,8.287,7.81,-0.4770000000000012
bristol,reading,voyager,00101100,-4.5,8.273,7.797,-0.476
bristol,reading,voyager,00101101,-5.5,8.05,7.535,-0.5150000000000006
bristol,reading,voyager,00101101,-5.0,8.047,7.532,-0.5150000000000006
bristol,reading,voyager,00101101,-4.5,8.035,7.522,-0.5129999999999999
bristol,reading,voyager,00101110,-5.5,7.655,7.062,-0.593
bristol,reading,voyager,00101110,-5.0,7.652,7.057,-0.5949999999999998
bristol,reading,voyager,00101110,-4.5,7.643,7.047,-0.5960000000000001
bristol,reading,voyager,00101111,-5.5,7.208,6.544,-0.6640000000000006
bristol,reading,voyager,00101111,-5.0,7.202,6.542,-0.6600000000000001
bristol,reading,voyager,00101111,-4.5,7.19,6.53,-0.6600000000000001
bristol,reading,voyager,00110000,-5.5,8.55,8.11,-0.4400000000000013
bristol,reading,voyager,00110000,-5.0,8.545,8.11,-0.4350000000000005
bristol,reading,voyager,00110000,-4.5,8.535,8.1,-0.4350000000000005
bristol,reading,voyager,00110001,-5.5,8.623,8.223,-0.3999999999999986
bristol,reading,voyager,00110001,-5.0,8.62,8.22,-0.3999999999999986
bristol,reading,voyager,00110001,-4.5,8.607,8.21,-0.39699999999999847
bristol,reading,voyager,00110010,-5.5,8.503,8.073,-0.4299999999999997
bristol,reading,voyager,00110010,-5.0,8.503,8.073,-0.4299999999999997
bristol,reading,voyager,00110010,-4.5,8.493,8.063,-0.4299999999999997
bristol,reading,voyager,00110011,-5.5,7.923,7.373,-0.5499999999999998
bristol,reading,voyager,00110011,-5.0,7.92,7.367,-0.5529999999999999
bristol,reading,voyager,00110011,-4.5,7.91,7.355,-0.5549999999999997
bristol,reading,voyager,00110100,-5.5,8.29,7.813,-0.4769999999999994
bristol,reading,voyager,00110100,-5.0,8.287,7.81,-0.4770000000000012
bristol,reading,voyager,00110100,-4.5,8.277,7.8,-0.4769999999999994
bristol,reading,voyager,00110101,-5.5,8.09,7.578,-0.5119999999999996
bristol,reading,voyager,00110101,-5.0,8.085,7.575,-0.5100000000000007
bristol,reading,voyager,00110101,-4.5,8.072,7.562,-0.5099999999999989
bristol,reading,voyager,00110110,-5.5,7.718,7.13,-0.5880000000000001
bristol,reading,voyager,00110110,-5.0,7.718,7.122,-0.5960000000000001
bristol,reading,voyager,00110110,-4.5,7.705,7.112,-0.593
bristol,reading,voyager,00110111,-5.5,7.276,6.616,-0.6600000000000001
bristol,reading,voyager,00110111,-5.0,7.274,6.614,-0.6600000000000001
bristol,reading,voyager,00110111,-4.5,7.264,6.6,-0.6640000000000006
bristol,reading,voyager,00111000,-5.5,7.763,7.18,-0.5830000000000002
bristol,reading,voyager,00111000,-5.0,7.763,7.173,-0.5899999999999999
bristol,reading,voyager,00111000,-4.5,7.753,7.16,-0.593
bristol,reading,voyager,00111001,-5.5,7.83,7.27,-0.5600000000000005
bristol,reading,voyager,00111001,-5.0,7.828,7.27,-0.5580000000000007
bristol,reading,voyager,00111001,-4.5,7.817,7.26,-0.5570000000000004
bristol,reading,voyager,00111010,-5.5,7.657,7.062,-0.5949999999999998
bristol,reading,voyager,00111010,-5.0,7.655,7.062,-0.593
bristol,reading,voyager,00111010,-4.5,7.643,7.05,-0.593
bristol,reading,voyager,00111011,-5.5,7.276,6.616,-0.6600000000000001
bristol,reading,voyager,00111011,-5.0,7.272,6.614,-0.6580000000000004
bristol,reading,voyager,00111011,-4.5,7.262,6.604,-0.6579999999999995
bristol,reading,voyager,00111100,-5.5,7.26,6.593,-0.6669999999999998
bristol,reading,voyager,00111100,-5.0,7.258,6.588,-0.6699999999999999
bristol,reading,voyager,00111100,-4.5,7.245,6.578,-0.6669999999999998
bristol,reading,voyager,00111101,-5.5,7.208,6.548,-0.6600000000000001
bristol,reading,voyager,00111101,-5.0,7.208,6.544,-0.6640000000000006
bristol,reading,voyager,00111101,-4.5,7.196,6.53,-0.6659999999999995
bristol,reading,voyager,00111110,-5.5,6.894,6.174,-0.7199999999999998
bristol,reading,voyager,00111110,-5.0,6.89,6.172,-0.718
bristol,reading,voyager,00111110,-4.5,6.878,6.162,-0.7160000000000002
bristol,reading,voyager,00111111,-5.5,6.61,5.853,-0.7570000000000006
bristol,reading,voyager,00111111,-5.0,6.605,5.85,-0.7550000000000008
bristol,reading,voyager,00111111,-4.5,6.593,5.84,-0.7530000000000001
bristol,reading,voyager,01000000,-5.5,10.12,10.12,0.0
bristol,reading,voyager,01000000,-5.0,10.11,10.11,0.0
bristol,reading,voyager,01000000,-4.5,10.1,10.1,0.0
bristol,reading,voyager,01000001,-5.5,9.805,9.715,-0.08999999999999986
bristol,reading,voyager,01000001,-5.0,9.8,9.715,-0.08500000000000085
bristol,reading,voyager,01000001,-4.5,9.79,9.7,-0.08999999999999986
bristol,reading,voyager,01000010,-5.5,9.75,9.64,-0.10999999999999943
bristol,reading,voyager,01000010,-5.0,9.745,9.64,-0.10499999999999865
bristol,reading,voyager,01000010,-4.5,9.735,9.63,-0.10499999999999865
bristol,reading,voyager,01000011,-5.5,8.697,8.313,-0.38399999999999856
bristol,reading,voyager,01000011,-5.0,8.693,8.313,-0.379999999999999
bristol,reading,voyager,01000011,-4.5,8.683,8.3,-0.3829999999999991
bristol,reading,voyager,01000100,-5.5,9.67,9.535,-0.1349999999999998
bristol,reading,voyager,01000100,-5.0,9.67,9.535,-0.1349999999999998
bristol,reading,voyager,01000100,-4.5,9.655,9.52,-0.1349999999999998
bristol,reading,voyager,01000101,-5.5,9.103,8.82,-0.2829999999999995
bristol,reading,voyager,01000101,-5.0,9.1,8.82,-0.27999999999999936
bristol,reading,voyager,01000101,-4.5,9.09,8.81,-0.27999999999999936
bristol,reading,voyager,01000110,-5.5,8.623,8.223,-0.3999999999999986
bristol,reading,voyager,01000110,-5.0,8.62,8.22,-0.3999999999999986
bristol,reading,voyager,01000110,-4.5,8.61,8.207,-0.4029999999999987
bristol,reading,voyager,01000111,-5.5,7.928,7.39,-0.5380000000000003
bristol,reading,voyager,01000111,-5.0,7.925,7.39,-0.5350000000000001
bristol,reading,voyager,01000111,-4.5,7.915,7.378,-0.5369999999999999
bristol,reading,voyager,01001000,-5.5,9.535,9.365,-0.16999999999999993
bristol,reading,voyager,01001000,-5.0,9.53,9.36,-0.16999999999999993
bristol,reading,voyager,01001000,-4.5,9.52,9.345,-0.17499999999999893
bristol,reading,voyager,01001001,-5.5,9.183,8.923,-0.2599999999999998
bristol,reading,voyager,01001001,-5.0,9.183,8.92,-0.2629999999999999
bristol,reading,voyager,01001001,-4.5,9.173,8.907,-0.266
bristol,reading,voyager,01001010,-5.5,8.993,8.68,-0.3130000000000006
bristol,reading,voyager,01001010,-5.0,8.99,8.677,-0.3130000000000006
bristol,reading,voyager,01001010,-4.5,8.98,8.667,-0.3130000000000006
bristol,reading,voyager,01001011,-5.5,8.248,7.77,-0.47799999999999976
bristol,reading,voyager,01001011,-5.0,8.242,7.768,-0.4740000000000011
bristol,reading,voyager,01001011,-4.5,8.232,7.758,-0.4739999999999993
bristol,reading,voyager,01001100,-5.5,8.507,8.077,-0.4299999999999997
bristol,reading,voyager,01001100,-5.0,8.503,8.073,-0.4299999999999997
bristol,reading,voyager,01001100,-4.5,8.49,8.063,-0.4269999999999996
bristol,reading,voyager,01001101,-5.5,8.225,7.742,-0.48299999999999965
bristol,reading,voyager,01001101,-5.0,8.223,7.742,-0.48100000000000076
bristol,reading,voyager,01001101,-4.5,8.213,7.728,-0.48499999999999943
bristol,reading,voyager,01001110,-5.5,7.827,7.272,-0.5549999999999997
bristol,reading,voyager,01001110,-5.0,7.827,7.268,-0.5590000000000002
bristol,reading,voyager,01001110,-4.5,7.817,7.258,-0.5590000000000002
bristol,reading,voyager,01001111,-5.5,7.35,6.714,-0.6359999999999992
bristol,reading,voyager,01001111,-5.0,7.35,6.712,-0.6379999999999999
bristol,reading,voyager,01001111,-4.5,7.338,6.702,-0.6360000000000001
bristol,reading,voyager,01010000,-5.5,9.275,9.025,-0.25
bristol,reading,voyager,01010000,-5.0,9.275,9.025,-0.25
bristol,reading,voyager,01010000,-4.5,9.265,9.015,-0.25
bristol,reading,voyager,01010001,-5.5,9.11,8.827,-0.2829999999999995
bristol,reading,voyager,01010001,-5.0,9.103,8.82,-0.2829999999999995
bristol,reading,voyager,01010001,-4.5,9.09,8.81,-0.27999999999999936
bristol,reading,voyager,01010010,-5.5,8.997,8.683,-0.31400000000000006
bristol,reading,voyager,01010010,-5.0,8.993,8.68,-0.3130000000000006
bristol,reading,voyager,01010010,-4.5,8.98,8.667,-0.3130000000000006
bristol,reading,voyager,01010011,-5.5,8.287,7.81,-0.4770000000000012
bristol,reading,voyager,01010011,-5.0,8.283,7.81,-0.47299999999999986
bristol,reading,voyager,01010011,-4.5,8.27,7.8,-0.46999999999999975
bristol,reading,voyager,01010100,-5.5,8.797,8.433,-0.36400000000000077
bristol,reading,voyager,01010100,-5.0,8.79,8.43,-0.35999999999999943
bristol,reading,voyager,01010100,-4.5,8.777,8.417,-0.35999999999999943
bristol,reading,voyager,01010101,-5.5,8.465,8.033,-0.4320000000000004
bristol,reading,voyager,01010101,-5.0,8.463,8.03,-0.43299999999999983
bristol,reading,voyager,01010101,-4.5,8.447,8.02,-0.4269999999999996
bristol,reading,voyager,01010110,-5.5,8.095,7.58,-0.5150000000000006
bristol,reading,voyager,01010110,-5.0,8.09,7.58,-0.5099999999999998
bristol,reading,voyager,01010110,-4.5,8.075,7.565,-0.5099999999999989
bristol,reading,voyager,01010111,-5.5,7.572,6.968,-0.6040000000000001
bristol,reading,voyager,01010111,-5.0,7.568,6.966,-0.6019999999999994
bristol,reading,voyager,01010111,-4.5,7.556,6.954,-0.6020000000000003
bristol,reading,voyager,01011000,-5.5,8.293,7.817,-0.4759999999999991
bristol,reading,voyager,01011000,-5.0,8.29,7.81,-0.47999999999999954
bristol,reading,voyager,01011000,-4.5,8.28,7.8,-0.47999999999999954
bristol,reading,voyager,01011001,-5.5,8.227,7.748,-0.4790000000000001
bristol,reading,voyager,01011001,-5.0,8.223,7.745,-0.47800000000000065
bristol,reading,voyager,01011001,-4.5,8.213,7.73,-0.48299999999999876
bristol,reading,voyager,01011010,-5.5,8.055,7.542,-0.5129999999999999
bristol,reading,voyager,01011010,-5.0,8.055,7.535,-0.5199999999999996
bristol,reading,voyager,01011010,-4.5,8.045,7.525,-0.5199999999999996
bristol,reading,voyager,01011011,-5.5,7.59,6.988,-0.6019999999999994
bristol,reading,voyager,01011011,-5.0,7.588,6.986,-0.6020000000000003
bristol,reading,voyager,01011011,-4.5,7.578,6.974,-0.6040000000000001
bristol,reading,voyager,01011100,-5.5,7.662,7.067,-0.5949999999999998
bristol,reading,voyager,01011100,-5.0,7.658,7.067,-0.5910000000000002
bristol,reading,voyager,01011100,-4.5,7.648,7.053,-0.5949999999999998
bristol,reading,voyager,01011101,-5.5,7.53,6.92,-0.6100000000000003
bristol,reading,voyager,01011101,-5.0,7.528,6.918,-0.6099999999999994
bristol,reading,voyager,01011101,-4.5,7.514,6.908,-0.6059999999999999
bristol,reading,voyager,01011110,-5.5,7.21,6.548,-0.6619999999999999
bristol,reading,voyager,01011110,-5.0,7.21,6.544,-0.6660000000000004
bristol,reading,voyager,01011110,-4.5,7.198,6.534,-0.6640000000000006
bristol,reading,voyager,01011111,-5.5,6.872,6.162,-0.71
bristol,reading,voyager,01011111,-5.0,6.87,6.157,-0.7130000000000001
bristol,reading,voyager,01011111,-4.5,6.855,6.145,-0.7100000000000009
bristol,reading,voyager,01100000,-5.5,8.555,8.115,-0.4399999999999995
bristol,reading,voyager,01100000,-5.0,8.555,8.11,-0.4450000000000003
bristol,reading,voyager,01100000,-4.5,8.54,8.1,-0.4399999999999995
bristol,reading,voyager,01100001,-5.5,8.703,8.323,-0.379999999999999
bristol,reading,voyager,01100001,-5.0,8.703,8.313,-0.3899999999999988
bristol,reading,voyager,01100001,-4.5,8.69,8.303,-0.3869999999999987
bristol,reading,voyager,01100010,-5.5,8.627,8.227,-0.40000000000000036
bristol,reading,voyager,01100010,-5.0,8.627,8.223,-0.4039999999999999
bristol,reading,voyager,01100010,-4.5,8.617,8.213,-0.4040000000000017
bristol,reading,voyager,01100011,-5.5,8.047,7.518,-0.5290000000000008
bristol,reading,voyager,01100011,-5.0,8.047,7.515,-0.5320000000000009
bristol,reading,voyager,01100011,-4.5,8.035,7.503,-0.532
bristol,reading,voyager,01100100,-5.5,8.51,8.08,-0.4299999999999997
bristol,reading,voyager,01100100,-5.0,8.507,8.073,-0.4339999999999993
bristol,reading,voyager,01100100,-4.5,8.493,8.063,-0.4299999999999997
bristol,reading,voyager,01100101,-5.5,8.287,7.815,-0.4720000000000004
bristol,reading,voyager,01100101,-5.0,8.283,7.812,-0.4709999999999992
bristol,reading,voyager,01100101,-4.5,8.273,7.797,-0.476
bristol,reading,voyager,01100110,-5.5,7.93,7.373,-0.5569999999999995
bristol,reading,voyager,01100110,-5.0,7.925,7.373,-0.5519999999999996
bristol,reading,voyager,01100110,-4.5,7.915,7.362,-0.5529999999999999
bristol,reading,voyager,01100111,-5.5,7.46,6.83,-0.6299999999999999
bristol,reading,voyager,01100111,-5.0,7.46,6.828,-0.6319999999999997
bristol,reading,voyager,01100111,-4.5,7.448,6.818,-0.6300000000000008
bristol,reading,voyager,01101000,-5.5,8.297,7.817,-0.4800000000000004
bristol,reading,voyager,01101000,-5.0,8.293,7.813,-0.47999999999999954
bristol,reading,voyager,01101000,-4.5,8.283,7.803,-0.47999999999999954
bristol,reading,voyager,01101001,-5.5,8.255,7.775,-0.4800000000000004
bristol,reading,voyager,01101001,-5.0,8.248,7.77,-0.47799999999999976
bristol,reading,voyager,01101001,-4.5,8.238,7.76,-0.47799999999999976
bristol,reading,voyager,01101010,-5.5,8.092,7.583,-0.5090000000000003
bristol,reading,voyager,01101010,-5.0,8.092,7.58,-0.5120000000000005
bristol,reading,voyager,01101010,-4.5,8.082,7.567,-0.5150000000000006
bristol,reading,voyager,01101011,-5.5,7.634,7.034,-0.6000000000000005
bristol,reading,voyager,01101011,-5.0,7.63,7.03,-0.5999999999999996
bristol,reading,voyager,01101011,-4.5,7.618,7.018,-0.6000000000000005
bristol,reading,voyager,01101100,-5.5,7.725,7.133,-0.5919999999999996
bristol,reading,voyager,01101100,-5.0,7.72,7.13,-0.5899999999999999
bristol,reading,voyager,01101100,-4.5,7.707,7.12,-0.5869999999999997
bristol,reading,voyager,01101101,-5.5,7.592,6.99,-0.6019999999999994
bristol,reading,voyager,01101101,-5.0,7.592,6.99,-0.6019999999999994
bristol,reading,voyager,01101101,-4.5,7.578,6.978,-0.6000000000000005
bristol,reading,voyager,01101110,-5.5,7.282,6.62,-0.6619999999999999
bristol,reading,voyager,01101110,-5.0,7.276,6.62,-0.6559999999999997
bristol,reading,voyager,01101110,-4.5,7.266,6.608,-0.6580000000000004
bristol,reading,voyager,01101111,-5.5,6.938,6.228,-0.71
bristol,reading,voyager,01101111,-5.0,6.932,6.225,-0.7070000000000007
bristol,reading,voyager,01101111,-4.5,6.922,6.215,-0.7069999999999999
bristol,reading,voyager,01110000,-5.5,7.773,7.18,-0.593
bristol,reading,voyager,01110000,-5.0,7.77,7.18,-0.5899999999999999
bristol,reading,voyager,01110000,-4.5,7.753,7.17,-0.5830000000000002
bristol,reading,voyager,01110001,-5.5,7.94,7.4,-0.54
bristol,reading,voyager,01110001,-5.0,7.93,7.395,-0.5350000000000001
bristol,reading,voyager,01110001,-4.5,7.92,7.382,-0.5380000000000003
bristol,reading,voyager,01110010,-5.5,7.838,7.28,-0.5579999999999998
bristol,reading,voyager,01110010,-5.0,7.835,7.27,-0.5650000000000004
bristol,reading,voyager,01110010,-4.5,7.825,7.26,-0.5650000000000004
bristol,reading,voyager,01110011,-5.5,7.466,6.834,-0.6320000000000006
bristol,reading,voyager,01110011,-5.0,7.46,6.832,-0.6280000000000001
bristol,reading,voyager,01110011,-4.5,7.45,6.818,-0.6320000000000006
bristol,reading,voyager,01110100,-5.5,7.662,7.07,-0.5919999999999996
bristol,reading,voyager,01110100,-5.0,7.66,7.065,-0.5949999999999998
bristol,reading,voyager,01110100,-4.5,7.65,7.053,-0.5970000000000004
bristol,reading,voyager,01110101,-5.5,7.574,6.972,-0.6019999999999994
bristol,reading,voyager,01110101,-5.0,7.572,6.968,-0.6040000000000001
bristol,reading,voyager,01110101,-4.5,7.562,6.956,-0.6059999999999999
bristol,reading,voyager,01110110,-5.5,7.282,6.622,-0.6600000000000001
bristol,reading,voyager,01110110,-5.0,7.28,6.62,-0.6600000000000001
bristol,reading,voyager,01110110,-4.5,7.266,6.606,-0.6600000000000001
bristol,reading,voyager,01110111,-5.5,6.957,6.247,-0.71
bristol,reading,voyager,01110111,-5.0,6.952,6.243,-0.7089999999999996
bristol,reading,voyager,01110111,-4.5,6.938,6.233,-0.7050000000000001
bristol,reading,voyager,01111000,-5.5,7.263,6.593,-0.6699999999999999
bristol,reading,voyager,01111000,-5.0,7.263,6.593,-0.6699999999999999
bristol,reading,voyager,01111000,-4.5,7.252,6.582,-0.6699999999999999
bristol,reading,voyager,01111001,-5.5,7.358,6.72,-0.6379999999999999
bristol,reading,voyager,01111001,-5.0,7.354,6.72,-0.6340000000000003
bristol,reading,voyager,01111001,-4.5,7.344,6.706,-0.6379999999999999
bristol,reading,voyager,01111010,-5.5,7.214,6.55,-0.6640000000000006
bristol,reading,voyager,01111010,-5.0,7.212,6.548,-0.6639999999999997
bristol,reading,voyager,01111010,-4.5,7.202,6.538,-0.6639999999999997
bristol,reading,voyager,01111011,-5.5,6.938,6.23,-0.7079999999999993
bristol,reading,voyager,01111011,-5.0,6.937,6.227,-0.71
bristol,reading,voyager,01111011,-4.5,6.927,6.213,-0.7139999999999995
bristol,reading,voyager,01111100,-5.5,6.896,6.178,-0.718
bristol,reading,voyager,01111100,-5.0,6.896,6.174,-0.7219999999999995
bristol,reading,voyager,01111100,-4.5,6.884,6.164,-0.7200000000000006
bristol,reading,voyager,01111101,-5.5,6.877,6.162,-0.7149999999999999
bristol,reading,voyager,01111101,-5.0,6.87,6.158,-0.7119999999999997
