scenario_id,iteration,network,source,destination,target_date,target_column,distance_km,transmitter_type,modulation,baud_rate_gbaud,bit_rate_gbps,channel_slots,channel_pattern,channels,launch_power_dbm,preferred_engine,selected_engine,decision_reason,backend,status,gsnr_db,osnr_db,ase_dbm,gsnr_signal_bw_db,gsnr_0p1nm_db,osnr_signal_bw_db,osnr_0p1nm_db,ase_signal_bw_dbm,ase_0p1nm_dbm,rx_total_wdm_power_dbm,rx_signal_power_dbm,effective_snr_db,ber,r2,mae,mse,evm,gmi,ngmi,error_message,path_nodes,span_count,gnpy_request_json,gnpy_result_json,gnpy_spectrum_json,opticommpy_request_json,opticommpy_result_json,lstm_request_json,lstm_result_json,lstm_forecast_csv,lstm_model_path,eye_diagram_png,constellation_png,psd_png,notes,metrics_json
iter-2-scenario-4148,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01100110,4,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.925,29.18,-36.03,7.925,,29.18,,-36.03,,,-6.85,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4148_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4148_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4148_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 4, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '01100110', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.05, 'gsnr_signal_bw_db': 8.01}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.89, 'gsnr_signal_bw_db': 7.86}, {'channel_number': 6.0, 'frequency_thz': 194.25, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.88, 'gsnr_signal_bw_db': 7.84}, {'channel_number': 7.0, 'frequency_thz': 194.3, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.02, 'gsnr_signal_bw_db': 7.99}], 'rx_signal_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'gsnr_signal_bw_db': 7.925, 'ase_signal_bw_dbm': -36.03}"
iter-2-scenario-4149,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01100110,4,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.915,29.09,-36.44,7.915,,29.09,,-36.44,,,-7.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4149_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4149_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4149_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 4, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '01100110', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 8.04, 'gsnr_signal_bw_db': 8.0}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.88, 'gsnr_signal_bw_db': 7.85}, {'channel_number': 6.0, 'frequency_thz': 194.25, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.86, 'gsnr_signal_bw_db': 7.83}, {'channel_number': 7.0, 'frequency_thz': 194.3, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 8.01, 'gsnr_signal_bw_db': 7.98}], 'rx_signal_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'gsnr_signal_bw_db': 7.915, 'ase_signal_bw_dbm': -36.44}"
iter-2-scenario-4150,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01100111,5,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.46,29.238,-35.588,7.46,,29.238,,-35.588,,,-6.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4150_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4150_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4150_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 5, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '01100111', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.86, 'gsnr_signal_bw_db': 7.83}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.68, 'gsnr_signal_bw_db': 7.65}, {'channel_number': 6.0, 'frequency_thz': 194.25, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.36, 'gsnr_signal_bw_db': 7.33}, {'channel_number': 7.0, 'frequency_thz': 194.3, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 6.99, 'gsnr_signal_bw_db': 6.96}, {'channel_number': 8.0, 'frequency_thz': 194.35, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.23, 'snr_nli_signal_bw_db': 7.56, 'gsnr_signal_bw_db': 7.53}], 'rx_signal_power_dbm': -6.35, 'osnr_signal_bw_db': 29.238, 'gsnr_signal_bw_db': 7.46, 'ase_signal_bw_dbm': -35.588}"
iter-2-scenario-4151,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01100111,5,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.46,29.18,-36.03,7.46,,29.18,,-36.03,,,-6.85,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4151_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4151_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4151_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 5, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '01100111', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.86, 'gsnr_signal_bw_db': 7.83}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.68, 'gsnr_signal_bw_db': 7.65}, {'channel_number': 6.0, 'frequency_thz': 194.25, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.35, 'gsnr_signal_bw_db': 7.33}, {'channel_number': 7.0, 'frequency_thz': 194.3, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 6.99, 'gsnr_signal_bw_db': 6.96}, {'channel_number': 8.0, 'frequency_thz': 194.35, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.56, 'gsnr_signal_bw_db': 7.53}], 'rx_signal_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'gsnr_signal_bw_db': 7.46, 'ase_signal_bw_dbm': -36.03}"
iter-2-scenario-4152,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01100111,5,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.448,29.09,-36.44,7.448,,29.09,,-36.44,,,-7.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4152_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4152_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4152_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 5, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '01100111', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.85, 'gsnr_signal_bw_db': 7.82}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.67, 'gsnr_signal_bw_db': 7.64}, {'channel_number': 6.0, 'frequency_thz': 194.25, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.34, 'gsnr_signal_bw_db': 7.31}, {'channel_number': 7.0, 'frequency_thz': 194.3, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 6.98, 'gsnr_signal_bw_db': 6.95}, {'channel_number': 8.0, 'frequency_thz': 194.35, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.55, 'gsnr_signal_bw_db': 7.52}], 'rx_signal_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'gsnr_signal_bw_db': 7.448, 'ase_signal_bw_dbm': -36.44}"
iter-2-scenario-4153,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01101000,3,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.297,29.24,-35.59,8.297,,29.24,,-35.59,,,-6.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4153_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4153_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4153_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 3, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '01101000', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.18, 'gsnr_signal_bw_db': 8.15}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.99, 'gsnr_signal_bw_db': 7.95}, {'channel_number': 5.0, 'frequency_thz': 194.2, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.83, 'gsnr_signal_bw_db': 8.79}], 'rx_signal_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'gsnr_signal_bw_db': 8.297, 'ase_signal_bw_dbm': -35.59}"
iter-2-scenario-4154,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01101000,3,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.293,29.18,-36.03,8.293,,29.18,,-36.03,,,-6.85,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4154_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4154_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4154_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 3, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '01101000', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.18, 'gsnr_signal_bw_db': 8.15}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.98, 'gsnr_signal_bw_db': 7.95}, {'channel_number': 5.0, 'frequency_thz': 194.2, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.82, 'gsnr_signal_bw_db': 8.78}], 'rx_signal_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'gsnr_signal_bw_db': 8.293, 'ase_signal_bw_dbm': -36.03}"
iter-2-scenario-4155,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01101000,3,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.283,29.09,-36.44,8.283,,29.09,,-36.44,,,-7.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4155_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4155_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4155_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 3, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '01101000', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 8.17, 'gsnr_signal_bw_db': 8.14}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.97, 'gsnr_signal_bw_db': 7.94}, {'channel_number': 5.0, 'frequency_thz': 194.2, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 8.81, 'gsnr_signal_bw_db': 8.77}], 'rx_signal_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'gsnr_signal_bw_db': 8.283, 'ase_signal_bw_dbm': -36.44}"
iter-2-scenario-4156,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01101001,4,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.255,29.237,-35.587,8.255,,29.237,,-35.587,,,-6.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4156_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4156_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4156_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 4, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '01101001', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.99, 'gsnr_signal_bw_db': 7.96}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.77, 'gsnr_signal_bw_db': 7.74}, {'channel_number': 5.0, 'frequency_thz': 194.2, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.39, 'gsnr_signal_bw_db': 8.36}, {'channel_number': 8.0, 'frequency_thz': 194.35, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.23, 'snr_nli_signal_bw_db': 9.0, 'gsnr_signal_bw_db': 8.96}], 'rx_signal_power_dbm': -6.35, 'osnr_signal_bw_db': 29.237, 'gsnr_signal_bw_db': 8.255, 'ase_signal_bw_dbm': -35.587}"
iter-2-scenario-4157,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01101001,4,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.248,29.18,-36.03,8.248,,29.18,,-36.03,,,-6.85,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4157_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4157_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4157_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 4, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '01101001', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.99, 'gsnr_signal_bw_db': 7.96}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.76, 'gsnr_signal_bw_db': 7.73}, {'channel_number': 5.0, 'frequency_thz': 194.2, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.39, 'gsnr_signal_bw_db': 8.35}, {'channel_number': 8.0, 'frequency_thz': 194.35, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 9.0, 'gsnr_signal_bw_db': 8.95}], 'rx_signal_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'gsnr_signal_bw_db': 8.248, 'ase_signal_bw_dbm': -36.03}"
iter-2-scenario-4158,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01101001,4,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.238,29.09,-36.44,8.238,,29.09,,-36.44,,,-7.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4158_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4158_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4158_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 4, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '01101001', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.98, 'gsnr_signal_bw_db': 7.95}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 7.75, 'gsnr_signal_bw_db': 7.72}, {'channel_number': 5.0, 'frequency_thz': 194.2, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 8.38, 'gsnr_signal_bw_db': 8.34}, {'channel_number': 8.0, 'frequency_thz': 194.35, 'channel_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'snr_nli_signal_bw_db': 8.99, 'gsnr_signal_bw_db': 8.94}], 'rx_signal_power_dbm': -7.35, 'osnr_signal_bw_db': 29.09, 'gsnr_signal_bw_db': 8.238, 'ase_signal_bw_dbm': -36.44}"
iter-2-scenario-4159,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01101010,4,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.092,29.24,-35.59,8.092,,29.24,,-35.59,,,-6.35,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4159_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4159_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4159_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 4, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '01101010', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.96, 'gsnr_signal_bw_db': 7.92}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 7.71, 'gsnr_signal_bw_db': 7.68}, {'channel_number': 5.0, 'frequency_thz': 194.2, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.19, 'gsnr_signal_bw_db': 8.15}, {'channel_number': 7.0, 'frequency_thz': 194.3, 'channel_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'snr_nli_signal_bw_db': 8.66, 'gsnr_signal_bw_db': 8.62}], 'rx_signal_power_dbm': -6.35, 'osnr_signal_bw_db': 29.24, 'gsnr_signal_bw_db': 8.092, 'ase_signal_bw_dbm': -35.59}"
iter-2-scenario-4160,2,NDFF,bristol,reading,,,169.5,voyager,16QAM,32.0,200.0,8,01101010,4,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.092,29.18,-36.03,8.092,,29.18,,-36.03,,,-6.85,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading,3,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4160_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4160_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-4160_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Reading. Power sweep refined by reflection.,"{'channels_simulated': 4, 'channel_slots': 8, 'spans_simulated': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '01101010', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.05, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.95, 'gsnr_signal_bw_db': 7.92}, {'channel_number': 3.0, 'frequency_thz': 194.1, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 7.71, 'gsnr_signal_bw_db': 7.68}, {'channel_number': 5.0, 'frequency_thz': 194.2, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.19, 'gsnr_signal_bw_db': 8.15}, {'channel_number': 7.0, 'frequency_thz': 194.3, 'channel_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'snr_nli_signal_bw_db': 8.66, 'gsnr_signal_bw_db': 8.62}], 'rx_signal_power_dbm': -6.85, 'osnr_signal_bw_db': 29.18, 'gsnr_signal_bw_db': 8.092, 'ase_signal_bw_dbm': -36.03}"
